age,gender,course,study_hours,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
21,female,ba,6.85,no,9.2,good,self-study,medium,moderate,95.7
18,female,b.tech,3.27,yes,9.9,average,coaching,high,moderate,51.1
18,other,bba,2.51,yes,8.6,good,self-study,high,easy,74.7
17,female,b.tech,6.67,yes,8.6,good,coaching,low,moderate,89.8
20,female,b.com,4.7,yes,6.1,good,mixed,low,moderate,42.7
19,female,b.sc,07.03,no,8.1,poor,self-study,high,moderate,78.8
18,male,b.tech,2.6,yes,6.7,poor,online videos,medium,moderate,54.6
21,other,bca,4.37,yes,8.7,good,group study,low,moderate,65.1
20,other,bba,3.7,yes,4.2,poor,online videos,high,moderate,55.4
18,other,b.com,1.47,yes,7.7,average,self-study,medium,hard,41.1
22,female,b.com,4.33,yes,5.8,average,mixed,medium,easy,67.9
19,male,bba,0.67,yes,7.7,good,group study,high,easy,54.1
19,female,ba,3,no,9.3,poor,mixed,medium,easy,35.4
20,male,b.sc,4.27,yes,7.8,poor,coaching,high,moderate,54.9
18,other,ba,1.16,yes,7.1,average,self-study,high,moderate,28.1
20,female,bca,06.03,no,5.9,average,group study,medium,moderate,79.4
21,male,ba,1.53,yes,9.6,good,online videos,medium,easy,49.6
18,female,bca,5.83,yes,4.6,good,coaching,medium,hard,90.9
21,other,ba,0.19,yes,5.1,good,self-study,medium,easy,35.3
17,male,b.com,5.51,yes,9.5,good,online videos,medium,hard,68.9
21,female,bca,3.2,yes,8.5,poor,self-study,low,hard,61.3
17,other,b.sc,6.32,yes,4.1,good,online videos,high,moderate,90
18,other,bba,4.5,no,6.5,good,group study,low,moderate,65.2
19,other,bba,03.04,yes,8.7,poor,group study,low,moderate,43.1
21,female,b.sc,5.31,no,9.8,good,online videos,low,easy,91.6
22,female,b.sc,3.1,yes,8.8,average,coaching,high,hard,82.7
20,female,b.tech,2.85,yes,6.3,poor,group study,medium,easy,55.4
18,female,b.sc,3.41,yes,9,good,self-study,medium,easy,68.1
20,male,b.tech,5.68,no,9.1,good,group study,medium,moderate,77.8
23,male,bba,4.92,no,5.4,average,online videos,high,hard,60.2
17,other,b.tech,7.33,yes,9.6,average,self-study,high,easy,93.9
22,female,ba,0.08,no,6.2,poor,online videos,high,easy,40.2
20,female,b.tech,1.29,yes,5.5,average,group study,low,easy,25.6
17,female,bca,3.95,yes,9.6,average,coaching,high,moderate,82
22,female,bba,5.36,yes,8.2,poor,mixed,high,moderate,83
17,other,b.com,0.72,yes,9.1,average,coaching,low,moderate,44.4
19,female,bca,2.35,yes,6.7,average,mixed,high,easy,39.3
18,female,b.sc,7.91,yes,7.5,good,mixed,low,moderate,97.2
21,female,bba,2.62,no,9.8,poor,online videos,high,easy,42.5
17,male,bba,03.04,no,8.1,poor,mixed,low,moderate,45.3
17,male,ba,1.91,yes,9.3,good,coaching,high,easy,70.4
21,male,bba,0.14,yes,9.5,average,self-study,medium,moderate,43.9
24,male,diploma,2.28,yes,7.6,good,mixed,medium,easy,56.1
17,male,b.com,1.29,yes,9.9,poor,coaching,medium,moderate,55.6
20,male,b.sc,03.05,yes,8.8,good,coaching,low,easy,62.1
23,other,ba,1.86,yes,5.8,average,coaching,high,easy,38.4
19,female,ba,3.23,yes,7.3,poor,online videos,medium,hard,55.4
20,other,b.tech,2.16,yes,7,average,self-study,high,moderate,69.5
23,female,diploma,7.32,yes,6.3,good,coaching,high,easy,98.7
22,other,ba,2.33,yes,7.2,average,group study,low,hard,47.7
19,other,diploma,1.51,yes,8.8,average,mixed,high,moderate,35.5
23,other,diploma,6.1,yes,7.6,poor,mixed,low,moderate,65.7
22,male,b.tech,6.49,yes,9.5,average,self-study,medium,moderate,81
21,male,b.tech,4.5,no,7.6,average,mixed,high,moderate,62.4
20,male,b.sc,2.76,no,6.4,average,coaching,medium,easy,54.7
24,other,ba,6.67,no,8.5,good,self-study,high,hard,100
23,female,b.com,5.36,no,5.3,good,group study,medium,moderate,85.3
24,other,b.tech,03.05,yes,7.3,poor,self-study,medium,moderate,64.2
22,other,ba,3.13,no,8.9,poor,self-study,high,hard,61.4
19,male,b.com,0.08,no,9.4,poor,coaching,low,easy,19.599
17,female,bca,0.46,yes,5.1,average,coaching,low,easy,53.5
18,female,bca,01.08,yes,9.3,good,self-study,low,easy,68.2
24,male,bca,1.98,yes,7.7,poor,coaching,medium,easy,31.1
19,female,ba,7.41,yes,5.2,good,mixed,medium,moderate,63.3
17,male,bba,6.57,yes,4.1,good,self-study,high,moderate,72.1
18,other,b.tech,0.33,yes,6.2,good,self-study,medium,moderate,50.3
17,male,bca,0.12,yes,6.6,good,group study,high,hard,25.5
21,male,ba,4.69,yes,5.5,average,mixed,medium,hard,71.1
21,male,b.tech,03.01,no,4.1,poor,online videos,low,moderate,39
20,other,b.tech,6.41,yes,6.8,average,self-study,medium,easy,76.9
22,other,b.com,7.78,yes,9.6,average,group study,high,moderate,89.9
20,other,b.com,3.95,yes,9.7,average,self-study,low,moderate,48.7
24,other,b.sc,1.42,yes,6.9,poor,mixed,medium,moderate,32.3
23,other,bca,7.14,yes,9.4,average,online videos,medium,hard,85
17,female,ba,3.38,yes,4.5,poor,mixed,low,easy,55.1
19,male,b.sc,3.34,yes,9.1,poor,online videos,medium,moderate,62.2
23,female,bba,5.63,no,7.3,good,mixed,medium,moderate,59.4
21,male,ba,2.96,no,4.4,poor,mixed,high,easy,57
23,male,bca,1.88,yes,4.4,poor,self-study,low,hard,35.9
19,other,ba,5.93,yes,4.2,good,mixed,high,hard,100
17,male,bca,1.49,yes,6,average,self-study,high,moderate,45.2
23,male,bca,0.31,yes,7.3,poor,mixed,medium,moderate,48.6
23,female,b.tech,3.98,yes,8.7,good,group study,low,easy,62.4
22,male,b.tech,0.27,yes,7.6,good,self-study,medium,moderate,37
20,other,bca,6.33,yes,7,good,mixed,medium,moderate,88.7
17,other,ba,7.82,yes,5.4,good,online videos,low,moderate,100
22,female,b.sc,7.59,yes,7.6,poor,coaching,medium,moderate,90.5
22,male,b.tech,1.19,yes,9.9,good,self-study,low,moderate,68.3
22,other,diploma,7.46,yes,9.6,good,group study,medium,moderate,55.1
18,female,b.tech,0.89,yes,6.4,average,group study,low,hard,21.3
22,male,ba,2.84,yes,6.9,poor,online videos,medium,moderate,45.7
22,other,b.sc,0.67,yes,6.5,average,mixed,low,moderate,47
23,other,b.com,6.58,yes,7.4,poor,group study,low,hard,48.4
21,female,bca,1.79,no,6.5,average,self-study,medium,hard,35.1
22,female,ba,5.32,no,5.3,average,coaching,low,moderate,65.7
20,other,b.tech,6.1,no,5.2,average,group study,high,moderate,94.7
22,male,b.tech,03.05,yes,9,poor,coaching,high,hard,75.6
22,female,diploma,6.31,no,7,poor,mixed,low,easy,85.5
23,female,b.sc,2.6,yes,4.8,good,online videos,low,moderate,39.7
23,female,b.com,1.19,yes,7.3,good,mixed,low,hard,46.7
17,male,bca,3.68,no,8.1,average,group study,medium,moderate,76.1
23,male,bca,5.68,yes,5,average,online videos,high,moderate,78.1
23,male,b.sc,0.32,yes,9.9,poor,coaching,high,easy,32.4
21,female,b.sc,6.45,yes,5,good,self-study,high,moderate,67.8
21,other,ba,02.05,yes,7.1,poor,group study,medium,moderate,46.4
22,female,b.com,5.45,yes,4.2,good,self-study,medium,easy,55.3
20,male,bba,0.91,yes,8.9,poor,mixed,medium,moderate,43.8
20,other,bca,3.12,yes,4.7,average,group study,medium,moderate,32.2
23,female,b.sc,3.72,yes,8.3,good,coaching,low,easy,75.4
23,other,b.com,3.75,no,5.8,poor,mixed,low,moderate,39.7
18,male,bca,2.19,yes,7.1,average,coaching,low,moderate,32.3
23,male,ba,4.23,yes,8.6,average,self-study,high,moderate,57
19,other,ba,2.22,yes,9.7,poor,self-study,high,moderate,59.5
18,male,bca,1.33,yes,5,good,online videos,low,easy,46.8
24,male,bba,01.07,yes,9,average,group study,high,easy,51.3
18,female,bba,7.16,yes,5.3,average,coaching,medium,moderate,74.8
18,male,ba,01.05,yes,4.4,poor,coaching,medium,easy,33.1
19,female,bca,3.16,yes,9.1,poor,group study,high,hard,68.7
20,female,b.tech,02.02,yes,5.9,poor,group study,low,moderate,41.1
18,male,b.tech,4.93,no,8.9,average,coaching,high,moderate,90
18,female,bba,2.77,yes,9.3,poor,mixed,high,easy,44.4
20,male,bba,2.29,yes,7.7,good,coaching,medium,moderate,63.9
18,male,b.sc,7.75,yes,6.1,poor,coaching,medium,moderate,90.2
18,male,bba,7.91,yes,4.9,poor,mixed,low,moderate,60.6
24,male,b.tech,01.06,yes,5,poor,mixed,low,easy,59.5
21,female,bba,5.54,yes,7.8,average,group study,low,easy,84.8
17,female,b.com,7.12,yes,6.9,average,online videos,medium,moderate,75.6
17,male,bba,7.77,yes,8,poor,online videos,low,easy,75.6
23,female,b.com,2.38,yes,4.4,average,group study,low,moderate,46.7
19,other,bca,6.28,yes,5.6,good,online videos,medium,easy,73.9
18,male,b.tech,2.62,yes,5.1,average,group study,medium,hard,40.7
22,male,bca,4.97,yes,9.5,average,self-study,medium,hard,57.2
23,other,ba,4.1,yes,5.5,average,online videos,medium,hard,71.8
20,female,b.sc,5.66,yes,4.3,good,online videos,high,hard,72.1
22,male,diploma,7.3,yes,4.6,poor,self-study,medium,easy,67
20,female,b.tech,0.9,yes,7.2,poor,self-study,medium,hard,30.1
17,female,ba,1.78,yes,4.1,good,online videos,high,moderate,19.599
23,male,b.tech,4.69,yes,5.6,average,coaching,medium,hard,67.3
24,male,diploma,2.86,yes,7.5,average,online videos,high,moderate,62.1
24,other,b.sc,4.46,yes,4.6,average,group study,low,moderate,51.6
17,other,b.sc,6.26,yes,7,good,online videos,medium,moderate,77.8
21,other,bba,5.6,no,8.7,average,group study,medium,moderate,88.1
21,male,diploma,6.13,yes,8.6,average,mixed,high,moderate,73.5
17,other,b.com,1.29,yes,5.2,good,group study,medium,easy,45.7
24,female,b.sc,0.24,yes,5.1,average,group study,medium,moderate,48.3
17,female,b.com,6.97,yes,9.1,good,self-study,high,easy,87
19,other,diploma,3.61,yes,8.4,good,mixed,low,easy,78.2
24,female,diploma,05.09,yes,6.3,good,mixed,medium,moderate,81.4
21,male,b.tech,0.58,yes,8.9,good,coaching,low,moderate,43.3
22,male,diploma,5.66,yes,4.4,poor,online videos,medium,moderate,54.4
20,other,bca,0.81,yes,5.1,average,group study,medium,easy,27.8
23,female,ba,6.3,yes,7.7,poor,online videos,high,moderate,66.6
17,female,b.sc,0.49,yes,7.6,poor,self-study,high,moderate,47.3
22,female,ba,0.67,yes,7.8,average,coaching,low,moderate,46.2
17,male,bca,2.75,yes,8.2,poor,mixed,medium,moderate,40.7
18,female,b.sc,1.7,yes,6.2,poor,online videos,low,moderate,37.3
21,other,b.com,7.88,yes,5.5,good,mixed,high,moderate,88.9
20,male,ba,3.61,yes,7.7,good,online videos,high,easy,68.8
18,other,b.tech,3.75,yes,9.8,average,coaching,low,hard,64.7
23,male,b.com,0.37,yes,6.6,average,coaching,low,moderate,44.3
19,male,b.tech,3.93,yes,4.4,average,coaching,low,moderate,70.7
23,male,b.tech,0.51,yes,8.6,good,group study,high,moderate,52.1
17,female,b.com,05.02,yes,6.5,good,online videos,medium,moderate,68
18,male,bca,7.85,yes,5.2,poor,self-study,high,moderate,81.8
19,female,diploma,2.64,yes,4.5,good,group study,low,moderate,51.4
21,female,ba,6.46,yes,9.3,good,online videos,medium,hard,80.8
20,female,bca,7.72,yes,9.7,average,group study,high,moderate,92.3
18,other,b.sc,7.74,yes,8.4,average,online videos,medium,hard,66
21,female,bba,5.97,yes,5.9,good,mixed,low,moderate,69.4
24,male,bba,6.96,yes,8.1,good,mixed,low,moderate,74
18,other,b.com,2.81,no,6.1,poor,group study,high,hard,41.5
19,male,ba,4.67,yes,5.1,average,online videos,medium,easy,38
20,other,bba,5.3,yes,8.9,poor,mixed,medium,hard,74
22,male,b.com,1.74,yes,8.5,poor,mixed,low,easy,45.1
18,other,bba,2.51,yes,9.2,poor,group study,medium,hard,54
18,male,b.sc,2.89,no,9.3,poor,online videos,medium,easy,40.7
18,female,ba,0.53,no,8.6,average,self-study,low,moderate,19.599
21,other,b.tech,3.65,yes,8.1,average,group study,low,easy,85.2
17,female,ba,6.27,yes,4.3,average,mixed,high,hard,77
22,male,ba,5.2,no,4.9,good,mixed,high,moderate,57.3
20,male,bca,5,yes,5.6,average,self-study,medium,moderate,62.5
19,other,b.com,4.85,yes,4.5,good,self-study,medium,moderate,46.9
23,female,b.tech,0.18,yes,5.2,poor,coaching,medium,moderate,41.5
23,other,b.tech,0.08,yes,5,poor,self-study,high,hard,23.6
23,male,ba,1.35,yes,9.9,average,mixed,low,moderate,40.8
24,female,bca,7.31,yes,8.8,poor,online videos,low,moderate,71.5
18,female,diploma,6.86,no,4.3,good,self-study,medium,moderate,79
23,other,bca,4.61,yes,4.3,average,coaching,medium,moderate,57.8
18,other,b.com,03.08,yes,8.4,poor,mixed,high,moderate,56.6
19,female,ba,7.71,yes,5.4,poor,mixed,medium,hard,73.2
21,male,diploma,0.53,no,9.4,poor,self-study,high,easy,19.599
22,other,bca,0.78,yes,9.8,good,self-study,medium,moderate,53.2
21,male,ba,4.97,no,8.3,poor,online videos,high,easy,60.5
21,male,ba,4.38,yes,5.9,poor,self-study,high,hard,62.6
20,other,b.tech,7.85,yes,9,good,mixed,low,easy,74
21,other,b.sc,6.42,yes,5.8,average,online videos,low,easy,71.4
20,other,ba,7.51,yes,7.2,poor,coaching,low,easy,88.8
20,male,ba,5.77,no,4.4,poor,mixed,high,moderate,51.3
21,other,bba,7.41,yes,7,poor,mixed,low,hard,61.6
21,female,b.com,5.49,yes,5.7,poor,online videos,low,moderate,63.8
19,male,b.sc,4.21,yes,8.6,good,mixed,high,hard,84.3
18,other,ba,4.64,yes,7.7,average,group study,medium,easy,61.9
19,other,diploma,7.21,yes,6.9,good,group study,medium,hard,74.2
20,female,diploma,0.84,yes,7.9,good,coaching,medium,moderate,56.2
18,male,b.tech,4.52,yes,5.9,average,mixed,high,moderate,57
18,male,b.com,3.14,yes,4.6,average,online videos,medium,moderate,44.3
24,female,ba,5.3,yes,6.2,good,coaching,low,easy,92.2
19,male,b.sc,4.83,yes,7.6,good,self-study,medium,easy,78.1
22,male,b.com,3.2,yes,4.9,average,coaching,low,easy,71
18,male,b.tech,5.51,yes,7,poor,mixed,high,hard,65.6
24,other,ba,4.29,yes,8.7,good,online videos,low,easy,61.6
18,female,diploma,1.5,yes,9.6,good,self-study,medium,easy,57
20,female,diploma,5.1,yes,6,poor,online videos,high,moderate,53
23,female,b.tech,0.21,yes,7.2,average,online videos,medium,easy,42.4
18,male,bba,6.58,yes,6.1,average,online videos,high,easy,81.6
21,female,diploma,7.25,yes,7.6,average,mixed,low,easy,84.9
23,other,bca,0.62,yes,4.4,poor,coaching,medium,easy,45.7
17,other,b.tech,02.05,yes,4.3,poor,group study,high,hard,53
17,male,b.com,01.01,yes,7.4,poor,self-study,low,moderate,42.2
23,male,bca,6.17,yes,6.1,poor,self-study,high,moderate,81.1
19,other,diploma,0.57,no,6.5,good,self-study,low,moderate,42.2
24,other,b.com,4.33,yes,6.9,good,self-study,medium,moderate,53.1
24,other,b.sc,3.11,yes,6.6,poor,group study,low,easy,41.6
24,female,b.sc,06.01,yes,4.9,good,self-study,medium,hard,81.7
24,female,diploma,5.11,yes,9.6,good,coaching,medium,moderate,77
23,other,b.sc,4.35,yes,5.1,poor,self-study,high,moderate,44
20,other,b.com,04.03,yes,6.1,average,coaching,high,moderate,61.8
24,other,b.tech,6.2,yes,6.7,poor,mixed,medium,easy,44.1
19,male,diploma,3.82,yes,8.2,good,coaching,low,moderate,75.2
21,other,b.tech,3.36,yes,4.6,average,group study,high,moderate,36.8
17,male,ba,0.2,no,5.5,poor,mixed,low,moderate,28.3
24,male,b.sc,2.15,yes,9.1,good,self-study,low,moderate,83.6
21,female,b.com,2.96,yes,7.9,poor,coaching,high,easy,75.8
24,female,bba,4.63,no,4.1,poor,group study,high,hard,60.3
19,female,bba,5.39,yes,8.4,poor,coaching,high,moderate,79.6
19,other,ba,7.7,yes,6.2,good,online videos,low,easy,93
21,other,b.com,2.21,yes,8.7,poor,self-study,medium,moderate,58
23,other,b.sc,4.36,yes,4.6,poor,self-study,low,hard,38.9
21,male,bca,06.05,no,6.3,poor,mixed,high,easy,83.2
23,male,bba,2.48,yes,6.9,average,group study,high,easy,45.2
18,male,bba,4.39,yes,9.4,poor,online videos,low,moderate,46.3
23,female,bca,3.35,yes,9.7,poor,online videos,low,moderate,48.5
22,other,b.sc,3.18,yes,6.6,good,online videos,medium,hard,67.8
24,other,diploma,0.5,yes,7.2,good,coaching,medium,moderate,56.3
17,male,diploma,0.19,yes,6.5,good,online videos,high,moderate,49.7
20,male,ba,2.36,yes,5.5,poor,mixed,high,moderate,43.8
17,female,b.sc,7.3,yes,6.1,good,mixed,medium,moderate,81
20,female,b.com,1.54,yes,9,good,coaching,high,easy,76
23,male,b.com,0.5,yes,9.2,good,online videos,medium,hard,19.6
22,other,diploma,4.96,no,8.9,average,coaching,medium,moderate,74
23,male,b.com,7.67,yes,4.1,good,group study,low,moderate,92
22,female,diploma,0.46,yes,6.1,poor,self-study,medium,moderate,24.1
24,other,b.sc,5.96,yes,8.1,average,coaching,high,moderate,93.8
24,male,diploma,0.87,yes,9.9,poor,mixed,low,moderate,35.7
21,other,diploma,01.08,yes,4.2,average,online videos,medium,moderate,40.6
24,female,bba,7.49,yes,4.2,poor,coaching,low,moderate,82
17,other,b.tech,5.61,yes,5,poor,group study,high,easy,46.3
22,female,bba,4.47,yes,9.7,average,self-study,medium,hard,65.9
21,other,diploma,1.32,no,6.5,average,coaching,low,moderate,22.2
24,female,diploma,4.47,yes,6.1,good,online videos,medium,easy,65.3
21,male,ba,0.5,yes,6.6,good,mixed,high,moderate,61.2
18,other,ba,3.16,yes,4.7,poor,online videos,low,easy,52.2
22,other,b.com,5.64,yes,9.1,good,online videos,medium,easy,79.5
24,female,b.sc,4.55,yes,6.9,good,group study,low,moderate,46.9
17,other,bba,5.4,yes,6.9,poor,group study,medium,hard,67.1
17,other,diploma,0.93,yes,8.8,poor,self-study,medium,moderate,19.599
22,female,b.sc,06.07,yes,5.1,good,mixed,medium,moderate,71.8
21,other,bca,7.65,yes,5.6,poor,group study,medium,moderate,87.7
21,female,b.tech,7.26,yes,5.8,good,coaching,low,moderate,80.8
17,other,b.tech,0.7,no,5.6,good,self-study,high,moderate,46.8
21,female,diploma,0.79,yes,6.1,average,coaching,medium,hard,43.5
21,female,b.tech,4.11,yes,8.6,average,self-study,low,hard,70.5
23,male,b.com,4.19,yes,9.1,average,mixed,high,moderate,69.5
20,male,diploma,6.86,yes,4.6,average,online videos,medium,moderate,68.3
19,female,b.com,2.95,yes,4.2,average,self-study,low,hard,54
17,other,b.com,4.12,yes,5.3,good,self-study,medium,moderate,54.7
21,male,b.tech,1.63,no,9.4,poor,self-study,low,hard,32.5
22,male,bba,7.57,yes,5.4,average,online videos,high,easy,85.8
19,male,b.com,0.97,no,8.9,average,coaching,medium,moderate,44.4
22,female,b.tech,7.23,no,4.6,poor,self-study,high,moderate,72.7
24,female,ba,7.13,yes,5.1,average,coaching,medium,moderate,100
18,male,b.sc,0.4,yes,6.5,average,self-study,medium,easy,40.1
21,other,bca,6.2,yes,7.8,average,coaching,medium,hard,50.3
22,female,bca,2.7,yes,6.8,good,self-study,high,easy,70.5
17,male,diploma,1.8,yes,5.2,average,online videos,low,moderate,29
18,other,diploma,3.22,yes,4.9,average,self-study,high,moderate,65.1
20,other,bca,7.39,yes,5.9,poor,online videos,low,easy,73
18,female,ba,3.19,yes,8.1,average,mixed,medium,hard,70.7
19,other,b.sc,1.94,yes,4.3,average,group study,medium,easy,59.9
18,female,b.tech,4.2,yes,9.9,poor,self-study,high,moderate,71.5
24,male,b.tech,3.28,yes,5.1,average,self-study,low,moderate,23.3
21,male,b.sc,0.15,yes,8,poor,online videos,low,hard,19.599
19,male,diploma,1.49,yes,8,good,group study,medium,easy,57
23,male,b.sc,0.14,yes,7.6,poor,group study,high,moderate,33.9
17,female,b.tech,4.18,yes,6.5,good,online videos,low,hard,49.4
21,female,diploma,5.13,yes,6.1,good,online videos,high,easy,75.3
22,female,ba,5.75,yes,4.3,poor,self-study,low,easy,84.5
23,other,b.com,1.66,yes,6.4,poor,self-study,high,moderate,48.4
18,male,b.com,6.44,no,5.7,good,self-study,low,moderate,69.2
21,other,diploma,3.29,yes,6.5,good,self-study,low,hard,25.6
23,male,b.com,0.39,yes,8,average,online videos,high,easy,40
23,other,diploma,7.42,yes,6.1,average,mixed,low,moderate,73
18,male,diploma,5.55,yes,7.2,average,mixed,medium,hard,80.6
24,male,ba,4.5,yes,9.7,average,online videos,medium,easy,73.9
19,male,bba,0.32,no,4.8,average,self-study,medium,easy,45.7
20,male,b.tech,0.11,yes,9.1,good,online videos,low,moderate,34.1
18,other,bca,4.52,yes,5.6,good,mixed,medium,moderate,68.5
18,female,diploma,07.03,yes,6.8,average,mixed,medium,easy,76.9
19,male,b.sc,5.18,yes,5.1,average,mixed,medium,moderate,47.6
18,female,b.tech,0.08,no,5.3,good,mixed,low,moderate,38.5
22,female,b.tech,5.1,yes,4.7,good,self-study,medium,moderate,63.5
21,other,bca,2.79,yes,6.2,good,group study,medium,hard,61.8
20,other,b.sc,0.98,yes,4.8,good,online videos,medium,moderate,30.3
21,other,b.com,6.49,yes,6.9,poor,mixed,high,hard,96.4
21,male,b.com,4.61,yes,9.2,poor,group study,low,moderate,58.6
18,female,b.com,5.79,yes,9.2,good,online videos,medium,moderate,90.9
19,female,b.sc,1.32,no,9.5,average,group study,high,moderate,65.1
24,female,b.com,0.93,yes,6.8,average,mixed,low,hard,25.8
17,other,diploma,4.12,yes,4.3,good,group study,low,moderate,73.4
24,other,b.com,4.22,yes,7.1,good,mixed,medium,moderate,71.4
24,other,bca,4.66,yes,6.7,good,coaching,medium,moderate,82.9
19,male,bba,5.95,yes,9.9,good,group study,high,moderate,84.9
19,female,bca,5.31,yes,6.8,good,self-study,high,easy,78.4
18,other,bba,5.41,yes,8.4,poor,mixed,low,hard,78
21,male,b.com,1.4,yes,9.9,good,group study,low,moderate,33.7
18,other,b.sc,3.34,no,8.1,good,coaching,high,easy,73.9
23,male,b.sc,4.8,yes,9.2,average,coaching,low,moderate,75.2
20,male,ba,4.15,yes,9.8,good,self-study,high,moderate,81.5
24,male,b.com,2.43,yes,9.1,good,mixed,high,moderate,50.4
23,other,b.com,7.55,yes,8.4,poor,online videos,high,easy,70.7
20,other,b.com,1.12,yes,6.2,average,group study,high,easy,42.9
21,other,diploma,7.8,yes,7.9,average,coaching,medium,moderate,100
17,male,bba,6.26,no,9.9,poor,self-study,low,easy,83.2
17,other,diploma,4.77,yes,6,poor,coaching,medium,moderate,61.8
21,male,diploma,01.02,yes,5.4,good,coaching,medium,easy,47.3
20,male,bba,4.51,yes,8.6,good,online videos,medium,moderate,78.1
20,male,b.tech,0.7,yes,4.4,average,self-study,high,moderate,58.7
